id,tipoIncidencia,fechaReporte,estado,UsuarioID,MantenimientoID,nivelEscalamiento,tiempoResolucion
251,desgaste,2023-11-17,abierta,['359-87-4384'],['mnt-07589'],bajo,-1
252,mal funcionamiento,2024-08-15,cerrada,['552-64-5966'],['mnt-04256'],bajo,-1
253,rotura,2024-09-20,abierta,"['215-69-4654', '254-87-9195']",['mnt-06076'],alto,-1
254,rotura,2024-01-14,cerrada,"['210-74-6960', '308-46-4157', '511-45-5342']",['mnt-14764'],alto,203
255,desgaste,2024-04-20,cerrada,"['082-26-0878', '744-27-5948', '916-97-8886']",['mnt-08194'],alto,102
256,vandalismo,2024-06-28,abierta,"['109-89-0502', '296-43-3824', '949-61-3857']","['mnt-01955', 'mnt-03591', 'mnt-11987']",alto,-1
257,vandalismo,2024-04-15,cerrada,"['834-54-5708', '486-68-9543', '037-38-3608']",['mnt-14660'],bajo,116
258,mal funcionamiento,2024-02-03,cerrada,"['845-40-4850', '259-31-6045', '845-40-7598']",['mnt-11312'],alto,188
259,vandalismo,2024-05-19,abierta,['908-00-9229'],['mnt-10556'],medio,-1
260,vandalismo,2024-02-06,abierta,"['939-52-3865', '252-66-1363', '899-69-0478']","['mnt-07092', 'mnt-11539']",alto,-1
261,vandalismo,2024-01-22,cerrada,"['666-47-6491', '546-88-7217', '359-91-7006']",['mnt-06394'],alto,76
262,vandalismo,2024-04-04,abierta,['546-46-3686'],['mnt-08775'],alto,-1
263,desgaste,2024-07-07,cerrada,['622-69-8849'],['mnt-05304'],medio,47
264,rotura,2024-08-05,cerrada,['516-54-5377'],['mnt-02904'],bajo,-1
265,desgaste,2024-04-20,cerrada,"['266-62-9254', '020-04-8201', '354-57-4284']","['mnt-01742', 'mnt-14010']",alto,-1
266,rotura,2024-04-01,abierta,['364-09-9042'],['mnt-07555'],alto,-1
267,mal funcionamiento,2023-12-07,abierta,['128-94-2803'],['mnt-13141'],alto,-1
268,desgaste,2024-01-30,abierta,"['679-27-8776', '593-81-2295', '636-73-2770']",['mnt-06031'],bajo,-1
269,desgaste,2024-05-30,cerrada,"['317-59-9842', '876-80-0191']",['mnt-06297'],medio,-1
270,vandalismo,2024-05-28,abierta,['556-01-9324'],['mnt-12008'],medio,-1
271,rotura,2024-03-05,abierta,"['933-79-7522', '570-60-1091']",['mnt-04611'],bajo,-1
272,desgaste,2024-09-22,abierta,"['554-40-3305', '844-06-6042']",['mnt-01532'],medio,-1
273,desgaste,2023-11-19,abierta,"['102-99-6624', '016-11-0505', '438-40-3067']",['mnt-08947'],medio,-1
274,rotura,2024-09-29,cerrada,['314-02-1194'],['mnt-01186'],alto,6
275,mal funcionamiento,2024-03-24,abierta,['505-30-4051'],['mnt-03178'],medio,-1
276,rotura,2024-08-20,cerrada,"['092-70-0241', '617-98-7825', '745-40-3149']",['mnt-01203'],medio,42
277,rotura,2023-12-04,abierta,"['254-17-9200', '465-63-9065']",['mnt-06269'],bajo,-1
278,desgaste,2024-03-24,abierta,['408-42-0612'],['mnt-06027'],alto,-1
279,mal funcionamiento,2023-11-04,abierta,"['973-97-9814', '294-55-2511', '386-78-8491']",['mnt-06188'],bajo,-1
280,desgaste,2024-08-13,cerrada,"['323-15-6457', '149-68-7937']",['mnt-03059'],medio,-1
281,vandalismo,2023-11-22,cerrada,['661-33-5619'],['mnt-11922'],alto,61
282,vandalismo,2024-04-29,abierta,['290-17-3796'],"['mnt-11254', 'mnt-14093']",alto,-1
283,rotura,2023-11-06,abierta,"['829-99-2627', '690-39-4985', '332-10-5747']",['mnt-03276'],medio,-1
284,rotura,2024-09-10,cerrada,"['087-05-8772', '601-46-5956', '772-50-1904']",['mnt-06584'],alto,-1
285,mal funcionamiento,2024-07-01,cerrada,"['899-41-5279', '706-89-6262', '921-60-5646']",['mnt-14822'],bajo,-1
286,mal funcionamiento,2023-11-29,abierta,"['693-95-3599', '801-44-8498', '799-85-2772']","['mnt-00800', 'mnt-06358']",alto,-1
287,vandalismo,2024-09-09,cerrada,"['854-01-1658', '849-09-8804']",['mnt-01236'],alto,-1
288,desgaste,2024-03-16,abierta,"['038-94-8332', '475-13-4254', '205-69-7018']","['mnt-09598', 'mnt-12651']",bajo,-1
289,desgaste,2023-12-02,cerrada,['562-19-2187'],['mnt-06873'],bajo,196
290,desgaste,2024-11-10,abierta,['092-00-2589'],['mnt-03809'],alto,-1
291,rotura,2023-11-25,abierta,"['797-44-0928', '697-71-6455', '377-94-5948']","['mnt-08851', 'mnt-10761']",alto,-1
292,vandalismo,2024-08-30,abierta,"['986-48-1472', '255-47-8286', '889-80-5713']",['mnt-00034'],bajo,-1
293,mal funcionamiento,2024-05-24,cerrada,['864-35-3807'],['mnt-08818'],alto,135
294,vandalismo,2023-10-23,cerrada,['598-77-6579'],['mnt-14819'],bajo,300
295,desgaste,2024-02-28,abierta,['418-94-3505'],['mnt-06651'],alto,-1
296,mal funcionamiento,2024-08-23,abierta,"['074-12-1942', '886-72-5197', '457-21-3953']",['mnt-14682'],medio,-1
297,desgaste,2023-10-19,abierta,['870-97-0337'],['mnt-11961'],medio,-1
298,mal funcionamiento,2024-07-09,abierta,"['834-21-1410', '702-46-1298', '697-85-2663']",['mnt-07216'],bajo,-1
299,desgaste,2024-06-20,cerrada,"['081-33-0808', '132-42-2684']",['mnt-00987'],medio,-1
300,mal funcionamiento,2024-06-27,cerrada,"['105-77-5465', '116-73-6504', '409-45-1300']","['mnt-06168', 'mnt-10272']",medio,-1
301,desgaste,2024-10-01,abierta,['179-18-2765'],"['mnt-00710', 'mnt-07639']",alto,-1
302,rotura,2023-12-25,cerrada,['442-65-1949'],['mnt-07886'],bajo,119
303,mal funcionamiento,2024-03-05,abierta,"['197-71-4142', '037-73-5122', '530-21-9840']",['mnt-02719'],bajo,-1
304,vandalismo,2024-04-01,abierta,"['734-99-4684', '213-95-8703']",['mnt-05347'],alto,-1
305,vandalismo,2024-02-18,cerrada,"['179-63-9808', '502-02-6662']",['mnt-10595'],medio,189
306,mal funcionamiento,2024-04-12,abierta,['159-40-5926'],['mnt-08730'],medio,-1
307,vandalismo,2024-07-21,cerrada,"['454-52-0766', '280-62-2915']",['mnt-00765'],medio,-1
308,mal funcionamiento,2024-05-07,cerrada,"['538-12-6517', '155-06-1796', '043-64-3191']",['mnt-08959'],alto,-1
309,vandalismo,2024-02-16,abierta,"['602-03-1664', '147-50-0341']",['mnt-08132'],bajo,-1
310,vandalismo,2023-12-28,abierta,['160-91-0453'],"['mnt-02112', 'mnt-11757']",alto,-1
311,vandalismo,2024-08-07,abierta,['096-58-1468'],['mnt-12719'],medio,-1
312,vandalismo,2023-11-22,abierta,"['055-11-7491', '757-10-7998', '197-83-8049']",['mnt-04056'],medio,-1
313,mal funcionamiento,2024-01-01,cerrada,"['593-28-1463', '306-25-1863', '535-50-0905']",['mnt-07446'],alto,125
314,rotura,2024-09-01,abierta,['927-72-9530'],['mnt-06380'],alto,-1
315,mal funcionamiento,2024-02-12,cerrada,"['351-14-5876', '163-56-3154']","['mnt-01497', 'mnt-06346']",medio,156
316,mal funcionamiento,2024-07-25,abierta,['197-60-9711'],['mnt-14442'],medio,-1
317,desgaste,2024-12-05,abierta,"['560-92-4692', '045-85-1947']",['mnt-04248'],medio,-1
318,desgaste,2024-05-14,abierta,"['891-85-4446', '254-61-5659', '014-14-0644']",['mnt-01358'],bajo,-1
319,rotura,2024-07-31,cerrada,"['665-21-6981', '116-65-9334']",['mnt-14311'],bajo,-1
320,rotura,2024-02-10,cerrada,['853-33-3261'],"['mnt-01228', 'mnt-05569']",bajo,215
321,mal funcionamiento,2024-05-18,abierta,"['467-60-3084', '830-67-4076']",['mnt-03167'],bajo,-1
322,desgaste,2024-06-11,abierta,"['290-89-2769', '998-38-2592']","['mnt-04162', 'mnt-07685']",alto,-1
323,vandalismo,2023-11-03,abierta,"['210-69-7560', '064-76-8007']","['mnt-05129', 'mnt-11083']",alto,-1
324,mal funcionamiento,2024-04-29,abierta,['630-81-6658'],['mnt-12584'],bajo,-1
325,rotura,2023-10-15,abierta,['420-51-9943'],['mnt-10574'],alto,-1
326,vandalismo,2024-08-04,cerrada,"['359-75-6058', '065-70-5779', '261-05-7926']",['mnt-06406'],alto,-1
327,vandalismo,2024-01-06,cerrada,"['859-47-0545', '599-74-8656', '094-76-6065']",['mnt-08371'],medio,-1
328,desgaste,2024-04-13,cerrada,['053-91-2605'],"['mnt-02642', 'mnt-12932']",bajo,-1
329,vandalismo,2024-02-18,abierta,"['982-37-3796', '458-10-1128']",['mnt-00190'],bajo,-1
330,desgaste,2024-05-04,abierta,['756-12-6297'],"['mnt-00504', 'mnt-12418']",alto,-1
331,desgaste,2024-07-04,abierta,"['219-99-4951', '236-84-5106', '732-13-6410']",['mnt-00022'],bajo,-1
332,vandalismo,2024-07-27,cerrada,"['550-30-7486', '926-68-0103', '301-25-6988']",['mnt-07468'],bajo,33
333,desgaste,2024-08-12,cerrada,['572-97-5101'],['mnt-02659'],alto,-1
334,vandalismo,2024-07-08,cerrada,"['836-96-3846', '294-16-8118']",['mnt-11750'],bajo,-1
335,vandalismo,2024-03-11,abierta,"['772-45-1594', '980-70-8235']","['mnt-02528', 'mnt-04445']",alto,-1
336,mal funcionamiento,2024-09-27,abierta,"['100-74-9205', '759-83-8175', '479-05-1176']","['mnt-06088', 'mnt-07349', 'mnt-11380']",alto,-1
337,mal funcionamiento,2024-05-31,cerrada,['534-40-4833'],['mnt-00358'],alto,-1
338,rotura,2024-02-14,cerrada,"['365-96-5751', '251-75-3243', '305-89-6733']","['mnt-12691', 'mnt-14141']",bajo,60
339,rotura,2024-08-19,abierta,"['012-44-7679', '322-56-1953']","['mnt-04902', 'mnt-07611']",medio,-1
340,desgaste,2024-06-28,cerrada,['176-58-1345'],['mnt-07096'],medio,-1
341,mal funcionamiento,2024-03-21,cerrada,"['810-98-7093', '412-13-3492']",['mnt-12939'],alto,-1
342,desgaste,2023-12-21,abierta,['527-92-2589'],['mnt-08229'],medio,-1
343,desgaste,2023-10-26,cerrada,"['500-16-2930', '376-33-9110']",['mnt-02029'],bajo,327
344,mal funcionamiento,2024-07-07,cerrada,"['990-76-4251', '668-52-1770']",['mnt-04642'],alto,-1
345,mal funcionamiento,2024-08-06,abierta,"['490-19-1026', '353-88-3076']",['mnt-03586'],medio,-1
346,mal funcionamiento,2024-08-18,abierta,['499-12-3033'],"['mnt-02642', 'mnt-12932']",bajo,-1
347,rotura,2024-02-16,abierta,"['697-74-4853', '634-01-3981', '602-03-1664']","['mnt-03208', 'mnt-08841']",bajo,-1
348,rotura,2023-10-23,cerrada,['724-93-2993'],['mnt-06925'],bajo,376
349,mal funcionamiento,2024-05-03,abierta,['458-48-7450'],['mnt-04471'],bajo,-1
350,rotura,2024-08-30,abierta,"['562-51-6195', '757-96-7008']",['mnt-04213'],alto,-1
351,vandalismo,2024-05-02,abierta,['394-00-5301'],['mnt-10219'],bajo,-1
352,rotura,2024-10-09,cerrada,"['703-36-0172', '630-84-3384']",['mnt-11313'],bajo,-1
353,vandalismo,2024-04-17,cerrada,['366-53-9810'],"['mnt-01014', 'mnt-08644']",medio,21
354,mal funcionamiento,2023-12-25,abierta,['329-98-1190'],"['mnt-04902', 'mnt-07611']",medio,-1
355,mal funcionamiento,2024-01-26,cerrada,"['818-45-3964', '610-76-5829']",['mnt-03407'],medio,20
356,vandalismo,2024-10-03,abierta,"['804-78-3227', '661-43-9555', '297-12-3457']",['mnt-00518'],bajo,-1
357,desgaste,2024-04-14,cerrada,"['894-92-9540', '171-84-7504']",['mnt-14663'],alto,-1
358,rotura,2024-01-16,cerrada,"['938-09-9014', '523-87-5555']",['mnt-12509'],bajo,-1
359,mal funcionamiento,2024-03-13,abierta,['279-62-8606'],['mnt-06599'],alto,-1
360,vandalismo,2024-04-22,abierta,"['307-63-8735', '252-66-1363', '942-60-7156']",['mnt-07949'],medio,-1
361,desgaste,2024-03-28,abierta,"['071-87-8731', '721-04-3678']",['mnt-07647'],bajo,-1
362,rotura,2023-11-23,abierta,['151-30-3233'],['mnt-11004'],medio,-1
363,desgaste,2023-12-16,cerrada,['997-84-7953'],['mnt-14682'],bajo,71
364,mal funcionamiento,2024-01-31,cerrada,"['942-02-9734', '901-98-4874']",['mnt-00286'],medio,-1
365,vandalismo,2024-04-01,abierta,['436-63-7538'],['mnt-11750'],bajo,-1
366,mal funcionamiento,2024-08-12,cerrada,"['859-44-1070', '400-04-9068', '669-84-3016']","['mnt-02814', 'mnt-14642']",medio,-1
367,mal funcionamiento,2024-07-19,cerrada,"['939-33-6124', '116-95-2791', '711-33-4768']",['mnt-07313'],medio,-1
368,vandalismo,2024-05-05,abierta,['451-97-5461'],['mnt-01221'],alto,-1
369,desgaste,2024-05-22,cerrada,"['870-54-8063', '436-41-0036']",['mnt-04598'],bajo,-1
370,rotura,2024-06-07,abierta,"['258-83-0473', '357-92-9625']","['mnt-13012', 'mnt-13713']",bajo,-1
371,desgaste,2023-10-29,cerrada,"['986-84-7865', '220-32-0711']",['mnt-01532'],bajo,155
372,desgaste,2023-11-13,abierta,"['011-33-8059', '811-98-6189', '321-73-2803']",['mnt-08798'],bajo,-1
373,mal funcionamiento,2024-01-14,cerrada,"['809-99-6731', '866-87-6479']",['mnt-02739'],bajo,-1
374,vandalismo,2024-08-10,cerrada,"['602-52-6761', '907-08-8113']",['mnt-14903'],alto,-1
375,desgaste,2024-04-07,cerrada,['559-08-6664'],['mnt-09558'],alto,43
376,desgaste,2024-04-26,cerrada,"['968-27-4035', '372-28-9340', '858-14-5364']",['mnt-12094'],medio,57
377,mal funcionamiento,2024-03-19,cerrada,"['894-28-8127', '770-38-7376']",['mnt-05340'],medio,-1
378,desgaste,2024-06-29,abierta,"['365-23-1486', '791-41-9096']",['mnt-14903'],bajo,-1
379,mal funcionamiento,2024-09-03,cerrada,"['547-78-2911', '291-85-9966']",['mnt-14494'],alto,-1
380,mal funcionamiento,2023-12-18,cerrada,"['157-12-5002', '693-28-5928', '715-75-8117']",['mnt-04862'],bajo,13
381,rotura,2024-08-16,abierta,['384-77-5446'],['mnt-04835'],alto,-1
382,rotura,2024-07-19,cerrada,"['582-97-0913', '155-24-6243']",['mnt-09354'],alto,-1
383,vandalismo,2024-05-16,abierta,['707-55-2847'],['mnt-09014'],medio,-1
384,vandalismo,2024-07-19,cerrada,['377-94-5948'],['mnt-05858'],medio,-1
385,desgaste,2024-01-13,cerrada,"['254-30-8935', '027-83-3206', '682-09-9738']","['mnt-04152', 'mnt-05684']",medio,233
386,desgaste,2023-11-09,cerrada,['277-82-9415'],['mnt-14892'],alto,54
387,vandalismo,2024-07-04,abierta,"['340-55-7004', '110-01-1093']",['mnt-04793'],medio,-1
388,desgaste,2024-02-29,abierta,['414-81-5353'],"['mnt-06300', 'mnt-07661']",medio,-1
389,desgaste,2024-04-19,abierta,"['300-00-0761', '643-55-1622']",['mnt-11118'],bajo,-1
390,rotura,2024-01-27,abierta,['373-48-0768'],"['mnt-05193', 'mnt-14801']",bajo,-1
391,vandalismo,2023-11-02,abierta,"['317-59-9842', '736-87-7193']",['mnt-14619'],bajo,-1
392,rotura,2024-04-29,abierta,"['337-99-0776', '844-57-5852', '047-72-0179']",['mnt-06789'],medio,-1
393,mal funcionamiento,2024-09-17,abierta,['918-02-3679'],['mnt-10439'],alto,-1
394,rotura,2024-01-15,abierta,['627-59-1873'],['mnt-12865'],alto,-1
395,rotura,2024-07-18,cerrada,"['729-48-9155', '797-04-6512', '709-59-6919']",['mnt-09859'],bajo,-1
396,vandalismo,2023-10-28,abierta,"['634-04-7469', '768-10-6245']","['mnt-08039', 'mnt-11158', 'mnt-13242']",alto,-1
397,vandalismo,2024-09-10,cerrada,"['945-51-6477', '805-46-4942', '161-05-5834']",['mnt-01085'],medio,-1
398,vandalismo,2024-03-21,cerrada,"['677-95-6551', '847-44-2878', '525-59-1101']",['mnt-13982'],medio,188
399,rotura,2023-12-28,cerrada,"['137-62-2365', '030-48-3933', '488-92-2085']",['mnt-03170'],medio,-1
400,desgaste,2024-04-28,abierta,"['716-95-9620', '302-46-1759', '779-99-5071']",['mnt-10171'],alto,-1
401,mal funcionamiento,2024-06-12,cerrada,"['729-25-9421', '125-37-3182', '812-19-5301']",['mnt-12971'],alto,88
402,rotura,2024-09-04,abierta,['321-68-0919'],"['mnt-00536', 'mnt-12870']",alto,-1
403,rotura,2024-08-24,abierta,"['176-62-9681', '282-32-7349']","['mnt-02323', 'mnt-09329', 'mnt-10517']",medio,-1
404,desgaste,2023-11-20,cerrada,"['331-49-0029', '358-18-4485', '612-37-3694']",['mnt-01807'],bajo,-1
405,vandalismo,2024-03-21,cerrada,"['627-59-1873', '378-07-7393']",['mnt-04620'],alto,175
406,mal funcionamiento,2024-09-30,cerrada,"['375-01-0537', '915-55-4834']",['mnt-09257'],alto,-1
407,rotura,2024-12-09,cerrada,"['279-86-2000', '361-35-1201']","['mnt-05192', 'mnt-11291']",alto,-1
408,rotura,2024-06-13,abierta,"['426-37-4384', '554-58-9624']",['mnt-02696'],bajo,-1
409,desgaste,2024-07-05,cerrada,"['075-20-1956', '519-40-0800']","['mnt-06856', 'mnt-10724']",alto,-1
410,mal funcionamiento,2024-04-18,cerrada,"['946-29-3273', '528-43-1569']",['mnt-02546'],alto,-1
411,vandalismo,2023-10-30,cerrada,['545-13-7272'],['mnt-09351'],alto,310
412,desgaste,2024-02-18,cerrada,['552-64-5966'],['mnt-01548'],bajo,-1
413,mal funcionamiento,2024-08-03,cerrada,['754-63-5089'],['mnt-01006'],bajo,-1
414,rotura,2024-06-26,cerrada,"['392-32-3808', '825-30-9012', '343-83-8765']",['mnt-04020'],alto,-1
415,mal funcionamiento,2024-09-26,abierta,['046-89-5764'],['mnt-08798'],bajo,-1
416,vandalismo,2023-11-29,abierta,"['223-08-2682', '853-62-8624']",['mnt-04981'],alto,-1
417,rotura,2024-05-30,cerrada,"['723-89-4908', '911-94-5297']",['mnt-07675'],alto,15
418,desgaste,2024-02-03,cerrada,['106-29-1680'],['mnt-06815'],alto,23
419,desgaste,2023-10-25,cerrada,"['764-34-5923', '564-49-2033', '060-85-1683']","['mnt-08190', 'mnt-09211']",alto,294
420,desgaste,2024-07-23,cerrada,['448-99-2941'],['mnt-00939'],bajo,-1
421,vandalismo,2024-08-26,cerrada,"['996-53-5892', '582-53-2389', '777-11-6228']","['mnt-04384', 'mnt-05002']",medio,-1
422,vandalismo,2024-08-29,cerrada,"['029-00-6239', '217-32-5172', '802-02-2509']",['mnt-06822'],medio,-1
423,vandalismo,2024-04-16,abierta,['594-31-9895'],['mnt-00776'],bajo,-1
424,vandalismo,2024-04-24,abierta,"['424-86-4616', '492-18-9211', '730-83-9340']",['mnt-03327'],bajo,-1
425,vandalismo,2023-10-31,cerrada,"['660-42-3037', '375-38-6947', '977-20-1996']","['mnt-02043', 'mnt-10060']",alto,314
426,rotura,2023-12-18,cerrada,"['329-36-8638', '781-80-1768', '702-65-3560']","['mnt-08580', 'mnt-13975']",alto,180
427,desgaste,2024-02-13,abierta,['292-84-3734'],['mnt-13637'],alto,-1
428,vandalismo,2024-04-12,cerrada,"['077-98-5599', '821-11-8778', '065-34-3277']","['mnt-08190', 'mnt-09211']",alto,124
429,vandalismo,2024-08-26,abierta,['980-51-9786'],"['mnt-10307', 'mnt-11092']",medio,-1
430,mal funcionamiento,2023-10-18,abierta,"['344-18-0353', '496-48-6686', '414-59-4433']","['mnt-01507', 'mnt-06472']",medio,-1
431,rotura,2024-08-14,cerrada,"['122-92-6750', '293-31-6681', '599-62-2214']",['mnt-03964'],alto,9
432,vandalismo,2024-04-26,cerrada,['061-43-7724'],"['mnt-05253', 'mnt-14252']",bajo,144
433,vandalismo,2024-05-26,cerrada,"['040-65-9038', '770-23-4485']",['mnt-14496'],medio,-1
434,desgaste,2024-02-28,cerrada,"['263-53-7322', '362-39-8980']","['mnt-07091', 'mnt-11718']",medio,-1
435,vandalismo,2024-06-04,abierta,"['500-90-6672', '910-15-2936', '651-87-3076']","['mnt-00292', 'mnt-05109']",bajo,-1
436,vandalismo,2024-06-15,cerrada,"['194-02-3881', '580-98-3277']","['mnt-05310', 'mnt-12407']",alto,116
437,vandalismo,2024-05-08,abierta,['590-79-0848'],"['mnt-05833', 'mnt-11113']",alto,-1
438,rotura,2024-06-06,abierta,['764-59-8212'],['mnt-04744'],bajo,-1
439,mal funcionamiento,2024-01-05,cerrada,"['299-37-1983', '367-61-7037', '477-96-2604']",['mnt-08459'],bajo,-1
440,rotura,2024-03-06,cerrada,"['180-00-1707', '069-41-2567', '753-53-8828']",['mnt-14723'],alto,-1
441,vandalismo,2024-09-07,cerrada,"['797-75-4118', '800-24-3767', '722-94-4037']",['mnt-04636'],alto,-1
442,desgaste,2024-04-17,abierta,"['084-20-7077', '019-76-3185', '809-46-4991']",['mnt-01403'],medio,-1
443,vandalismo,2023-12-14,abierta,['370-12-4785'],['mnt-10674'],alto,-1
444,rotura,2024-06-07,abierta,['206-55-0360'],['mnt-14613'],medio,-1
445,mal funcionamiento,2024-04-23,abierta,"['615-18-8150', '328-44-9111']",['mnt-08380'],bajo,-1
446,rotura,2024-08-24,abierta,"['777-83-3865', '293-50-0715']",['mnt-14520'],bajo,-1
447,rotura,2024-06-07,cerrada,"['372-20-0276', '854-22-9087', '226-97-8091']",['mnt-10955'],alto,-1
448,mal funcionamiento,2024-03-19,abierta,"['677-95-6551', '242-83-2992']",['mnt-05615'],alto,-1
449,mal funcionamiento,2024-03-09,cerrada,"['685-45-9153', '612-80-7200', '461-96-2103']",['mnt-14982'],alto,-1
450,desgaste,2024-02-23,cerrada,"['375-55-1786', '780-02-3597', '861-61-9714']",['mnt-07836'],medio,232
451,vandalismo,2024-01-24,cerrada,['641-23-8998'],['mnt-10645'],bajo,-1
452,desgaste,2024-08-07,abierta,"['058-14-8277', '814-13-1286', '252-65-6716']",['mnt-08137'],bajo,-1
453,mal funcionamiento,2024-03-13,cerrada,['302-36-7440'],"['mnt-03621', 'mnt-13025']",bajo,-1
454,rotura,2024-07-03,abierta,['522-97-2424'],['mnt-07670'],medio,-1
455,vandalismo,2024-04-08,cerrada,['510-15-3746'],['mnt-07099'],alto,-1
456,rotura,2024-03-23,abierta,"['566-72-6302', '610-04-1788', '985-21-9108']",['mnt-08288'],alto,-1
457,vandalismo,2024-03-07,cerrada,['208-76-2098'],['mnt-09101'],alto,-1
458,mal funcionamiento,2023-12-01,cerrada,"['950-24-9883', '175-50-2520']",['mnt-09038'],alto,227
459,vandalismo,2024-03-29,abierta,['111-02-5121'],['mnt-13994'],medio,-1
460,vandalismo,2024-09-07,abierta,"['663-27-1463', '418-73-0560']",['mnt-07282'],bajo,-1
461,vandalismo,2024-06-14,abierta,['092-31-8274'],['mnt-11364'],bajo,-1
462,vandalismo,2024-07-02,abierta,['544-00-6244'],['mnt-04091'],bajo,-1
463,mal funcionamiento,2024-02-28,cerrada,['657-49-0915'],['mnt-07043'],alto,-1
464,desgaste,2023-10-29,abierta,"['887-24-3603', '550-27-1829']",['mnt-05430'],alto,-1
465,mal funcionamiento,2024-03-01,cerrada,['252-74-0317'],['mnt-00963'],bajo,-1
466,desgaste,2024-02-05,cerrada,['507-54-9719'],['mnt-07708'],bajo,-1
467,mal funcionamiento,2024-06-25,cerrada,"['631-47-8006', '126-99-5131', '893-25-1753']",['mnt-03749'],bajo,-1
468,desgaste,2024-05-30,abierta,['106-94-0080'],['mnt-13276'],bajo,-1
469,desgaste,2024-08-10,cerrada,"['891-43-8203', '724-07-0628', '092-00-2589']",['mnt-02121'],medio,-1
470,rotura,2024-02-16,abierta,['808-92-0953'],['mnt-14050'],bajo,-1
471,desgaste,2024-09-22,abierta,"['059-92-3603', '947-40-1508']",['mnt-01922'],alto,-1
472,desgaste,2024-02-12,cerrada,"['619-37-2886', '333-22-2153', '946-04-6667']",['mnt-07399'],alto,-1
473,mal funcionamiento,2024-06-07,cerrada,"['198-18-3268', '340-55-7004', '966-02-8203']",['mnt-03920'],medio,57
474,rotura,2023-11-05,abierta,['181-22-1418'],['mnt-02185'],bajo,-1
475,mal funcionamiento,2024-09-21,abierta,"['302-08-3955', '131-23-5120']",['mnt-12205'],medio,-1
476,mal funcionamiento,2024-03-20,cerrada,"['859-11-0798', '773-11-8148', '254-98-9565']",['mnt-07629'],alto,-1
477,desgaste,2024-06-14,cerrada,['674-83-2362'],['mnt-08381'],bajo,-1
478,desgaste,2024-01-06,cerrada,['009-43-4230'],"['mnt-06362', 'mnt-06872', 'mnt-11424']",medio,63
479,mal funcionamiento,2023-10-26,cerrada,['692-95-5870'],['mnt-14736'],medio,232
480,rotura,2024-07-22,cerrada,['098-84-4503'],['mnt-13677'],bajo,-1
481,mal funcionamiento,2024-08-13,cerrada,"['802-66-2994', '223-97-7937', '422-04-9416']",['mnt-05936'],bajo,56
482,vandalismo,2024-03-12,abierta,"['341-17-8059', '156-93-0963']",['mnt-04545'],medio,-1
483,desgaste,2023-06-12,cerrada,"['066-91-5081', '256-62-9547']",['mnt-10988'],bajo,245
484,rotura,2023-11-13,cerrada,"['399-43-8156', '278-94-0599']",['mnt-09410'],bajo,56
